ASN,Organization,CO2 Emissions
201537,DECIX-KRS-AS DE-CIX Management GmbH,30.75
201526,DECIX-OSL-AS DE-CIX Management GmbH,30.75
215574,KJETIL-PETTERSEN Kjetil Pettersen,30.75
213148,WintershallDeaNorge Harbour Energy Norge AS,30.75
51886,-Reserved AS-,30.75
208869,SHARPTECH sharptech DA,30.75
208042,NETSOLUTION-BUSKERUD Netsolution Vestfold og Telemark AS,30.75
202311,AEDB-AS-01 Noki Eiendom AS,30.75
215769,OBRENET Eigil Obrestad,30.75
16065,SIMULAMET-CRNA Bryhni.com AS,30.75
29300,AS-DIRECTCONNECT BAHNHOF AS,30.75
35754,IMCAS-AS IMC AS,30.75
39236,NO-NRA Nedre Romerike vann- og avlopsselskap IKS,30.75
50531,ABAX ABAX as,30.75
50562,ITPAYS-AS IT PAYS AS,30.75
57423,NEXTNETWORKS-AS Sigterm AS,30.75
60130,ZETTAIO Nexthop AS,30.75
60717,BAYONETTE Nexthop AS,30.75
61227,NEXTHOP-ANYCAST Nexthop AS,30.75
209903,conscia-no Conscia Norge AS,30.75
212514,SPANNINGNETWORKS-AS SpanningNetworks AS,30.75
59720,BOFIBER Bofiber AS,30.75
1770,RINGSTADAS Ringstad Consulting AS,30.75
41869,BLIXFIBER-AS Blix Group AS,30.75
44511,SYGARD PE SLAEN SYGARD,30.75
48144,NETWORKTECH Network Technology Harald Firing Karlsen,30.75
200042,NC-NW-NO Netcenter AS,30.75
202060,VIDDY-AS viddy Networks - Marius Eikenes,30.75
203650,FUNN-NO ITEAM 1 AS,30.75
207788,yolo-as YOLO COLO AS,30.75
212500,surfnet Surfnett AS,30.75
51850,NAMEUNIT-AS NAME UNIT LIMITED,30.75
199821,ITSJEFEN-SE ITsjefen AS,30.75
60908,SUCOM-AS Sucom AS,30.75
49952,Bluestone Bluestone AS,30.75
214761,Foreach Foreach AS,30.75
212642,RUNNANE GLOBALCONNECT AS,30.75
206260,SVORKA Svorka AS,30.75
205238,timeit TIMEIT AS,30.75
44457,LOVENSKIOLD-AS Lovenskiold Handel AS,30.75
44764,BITPRO Bitpro,30.75
47405,NSM NASJONAL SIKKERHETSMYNDIGHET,30.75
48335,NO-THALES Thales Norway AS,30.75
48863,RenRorosAksess NEAS ENERGI TELEKOM ROROSREGIONEN AS,30.75
49193,AS-UNIFON Unifon AS,30.75
49278,NORDEF IKT-KAPASITETER,30.75
49574,ECITNO-AS ECIT SOLUTIONS ONE AS,30.75
49586,ASN-INTILITY Intility AS,30.75
52157,NONEAS-AS NEAS ENERGI TELEKOM AS,30.75
56538,ASN-NETACCESS Blix Group AS,30.75
56828,NorwegianHealthnetwork Norsk Helsenett SF,30.75
42029,SA-Norway_AS SECTOR ALARM TECH AS,30.75
57506,ASN-PDMT POLITIETS IT-ENHET,30.75
59562,SENSIO-AS Sensio AS,30.75
60052,ASN-FD Forsvarsdepartementet,30.75
60270,ASN-JUSTIS Justis- og beredskapsdepartementet,30.75
62186,Gjovik-kommune Gjovik Kommune,30.75
64424,ASN-NETSECURITY NETSECURITY AS,30.75
197475,ZNETT Petabit AS,30.75
197943,NMN_NO-AS Telenor Norge AS,30.75
198931,KEYSTEP-AS ADVANIA NORGE AS,30.75
199900,ASN-BEDSYS Bedriftssystemer AS,30.75
199990,LOCALHOST_AS LOCALHOST AS,30.75
200163,NO-ITERANETWORKS Move AS,30.75
201577,MONSTERNETT Monsternett AS,30.75
58298,AVVID Cisco Systems Norway AS,30.75
41729,ATEA-AOS-AS Atea AS,30.75
39787,TV2-NORWAY TV 2 AS,30.75
34822,MEDIANETWERK NEP Norway AS,30.75
16186,ASN-SSC IP Group AS,30.75
48469,MNEMONIC-OSL mnemonic AS,30.75
209568,ONEVOICE-UK F24 NORDICS AS,30.75
212449,erate Erate AS,30.75
224,UNINETT UNINETT,30.75
50270,NPT Nasjonal kommunikasjonsmyndighet,30.75
58302,SAMFUNDET-AS Studentersamfundet i Trondhjem,30.75
59863,NORSKREGNESENTRAL Norsk Regnesentral,30.75
60278,helse-vest-ikt Helse Vest IKT AS,30.75
200693,KSAT Kongsberg Satellite Services AS,30.75
207441,Hydro-12345 NORSK HYDRO ASA,30.75
210942,sa-Sweden_AB SECTOR ALARM TECH AS,30.75
8841,US-NYC-MARLINK-MSS Marlink AS,30.75
15659,NEXTGENTEL NextGenTel AS,30.75
30950,Eviny-AS30950 Eviny Digital AS,30.75
35157,TELIO-AS TELECOM HOLDING 3 AS,30.75
39029,REDPILL-LINPRO Redpill Linpro AS,30.75
39783,WEBHUSET-AS Webhuset AS,30.75
43568,VEV-alo1 VEV Romerike AS,30.75
57660,COM4-AS Com4 AS,30.75
199169,SA-Finland_OY SECTOR ALARM TECH AS,30.75
16185,RINGNETT-NORWAY MODUM KABEL-TV AS,30.75
20741,Administrator Administrator Systems AS,30.75
24959,LINJEGODS-AS Schenker AS,30.75
30737,SAFETY-AS Safety Computing AS,30.75
31726,TELEFIBER Telefiber AS,30.75
34100,STORTINGET-AS Stortinget,30.75
201627,DNBASA DNB BANK ASA,30.75
202057,moelven_nordia Moelven Modus AS,30.75
61275,ASN-NEAS NEAS ENERGI TELEKOM AS,30.75
203343,STORMGEO-EU StormGeo AS,30.75
202204,Trollfjord Trollfjord Bredband AS,30.75
202230,NORSK-TIPPING Norsk Tipping AS,30.75
203673,AALESUND-ASN Alesund Kommune,30.75
205976,INNIT Arribatec Cloud AS,30.75
206993,AGDER-ENERGI-NORWAY A ENERGI AS,30.75
216448,banenor Bane NOR SF,30.75
206133,cke-as Circle K AS,30.75
214667,IXT-GLOBAL IXT AS,30.75
8264,MARLINK-SK Marlink AS,30.75
203238,Dataservice-2 Viken Fiber AS,30.75
13243,NO-TTSN-ASN2 TIETOEVRY NORWAY AS,30.75
42651,GAB Gab Ai Inc,30.75
212665,SANDEFJORD-FIBER Sandefjord Fiber AS,30.75
209965,MULTINETT MULTINETT AS,30.75
8542,Eviny-AS8542 Eviny Digital AS,30.75
29486,Webhuset-AS Webhuset AS,30.75
50217,HFK-ASN Vestland Fylkeskommune,30.75
58264,Lysglimt Austevoll Kraftlag BA,30.75
60163,KEKLOLWTF-AS KEKLOLWTF AS,30.75
210150,vossfiber Voss Fiber AS,30.75
41049,XAIT Xait AS,30.75
48680,NETPOWER-AS Netpower IT Solutions AS,30.75
50229,RIGNET-SOIL-AS Rignet AS,30.75
60848,MNEMONIC-SVG mnemonic AS,30.75
197519,NETSCENARIO ADVANIA NORGE AS,30.75
201454,UPHEADS UPHEADS AS,30.75
202174,EMSP-AS FLOW RETAIL AS,30.75
201822,BP-AS Buypass AS,30.75
201419,BP2-AS Buypass AS,30.75
198992,PL-OPERA Opera Software International AS,30.75
200915,MRFK More og Romsdal fylkeskommune,30.75
203424,TIKT TUSSA IKT AS,30.75
203659,Provendo Provendo AS,30.75
201098,Nordfjordnett NORDFJORDNETT,30.75
204996,TMNET Telemix AS,30.75
205945,BASIS Basis Consulting AS,30.75
206711,DPIT Dataplan Omega AS,30.75
206557,ELTELE Eltele AS,30.75
206897,ASN-NO-STERIA SOPRA STERIA AS,30.75
207346,DUSTIN-MS-NO Dustin Norway AS,30.75
208692,ASN-NCIS Kripos,30.75
208966,sktv Sortland Elektro AS,30.75
212064,TOLL-NO Tolletaten ORGL,30.75
213158,AS-NITTDAL Nittedal Kommune,30.75
203733,itpartner-no IT Partner Tromso AS,30.75
216374,HardangerBreiband Hardanger Breiband AS,30.75
200168,TELENOR-CNX-DC Telenor Norge AS,30.75
199791,EMBRIQ-NO Embriq AS,30.75
199672,eidsivaenergi Eidsiva Energi AS,30.75
64440,ASN-KAMS Kongsberg Aviation Maintenance Services AS,30.75
35703,NO-TV2-AS TV 2 AS,30.75
43516,FELLESKJOPET-AS Felleskjopet Agri SA,30.75
21331,OKDN-AS Oslo kommune,30.75
21293,ASN-NRK Norsk Rikskringkasting AS,30.75
213957,LILLESTROM-KOMMUNE LILLESTROM KOMMUNE ORGANISASJON OG NYSKAPING,30.75
21067,KANDU-AS KANDU,30.75
8478,ASN-GIGNETWORKS GIG Networks AS,30.75
28795,ELKEM-AS ELKEM AS,30.75
5619,NO-TTSN-ASN1 TIETOEVRY NORWAY AS,30.751014067604505
2116,GlobalConnect-NO GLOBALCONNECT AS,30.780802961085737
25400,TELIA-NORWAY-AS Telia Norge AS,30.79704313620908
21119,WAN-NO Braathe AS,30.817826565313062
28824,ASN-EMPSECURE EMP SECURE AS,30.848213392886905
62225,HaldenDataservice Viken Fiber AS,30.899058000000004
25225,LOGNO-AS CGI Norge AS,30.961165499999996
48685,OK-AS Opin Kerfi hf,30.977031765607812
203779,Nordfiber NORDFIBER AS,31.03167605586853
61006,Bredbandsfylket-Troms Bredbandsfylket AS,31.31333333333333
49788,NEXTHOP Nexthop AS,31.385124683291107
52455,TEMPUS GROUP S.A.,31.389384312810424
197706,Keminet Keminet SHPK,31.52630944050118
207550,-Reserved AS-,32.699999999999996
44381,ITSJEFEN-AS ITsjefen AS,32.71392
59767,NETNORDIC Netnordic Group AS,32.849517000000006
41949,xtreme X Treme AS,33.285
60586,SECURITAS-AS-NORWAY Securitas AS,33.285
2874,ORANGE-BUSINESS-SERVICES-NORDICS ORANGE BUSINESS SERVICES U.S. Inc.,33.285
37447,ORANGE-RDC,33.38615092263839
202780,ADVANIA-AS Advania Sverige AB,33.86485105957616
25148,BASEFARM-ASN ORANGE BUSINESS DIGITAL NORWAY AS,33.910352
197445,NSC NSC Sh.p.k,34.3
57829,IVER IVER NORGE AS,34.8525102944251
49408,SECURITAS-AB-AS Securitas AB,35.09564187162567
41001,SafespringSE Safespring AB,35.0957505
263750,Douglas Back Pavan SI NET,35.306666666666665
21485,FOILHAT IP Excess AB,35.60875
61207,ILAIT Hostek AB,35.756625
48803,MEDIATEKNIK Mediateknik i Varberg AB,35.8177178153446
57138,DOH-MULLVAD Marek Ziolkowski,35.82
2836,BAGNET Bengt Arne Gorden,35.82
2859,RESILANS-LAB Resilans AB,35.82
20513,CREPUNDIA A.M.S. Carlzon,35.82
6797,PHONERA Availo Networks AB,35.82
12782,Uppsala Lans Landsting,35.82
19539,IPONLY-US-AS,35.82
16312,SURFSAFE-AS Internet Vikings International AB,35.82
56563,WBERGNET Wberg Networks,35.82
20625,HELSINGENET Bollnas energi AB,35.82
25417,Ljusnet-AS Ljusdals Elnat AB,35.82
28847,SE-TEKNIKPARK Soderhamn NARA AB,35.82
28954,Fiberstaden-AS Fiberstaden AB,35.82
12939,HANSE-AS Hanse Holding AB,35.82
57021,NTP-SE Netnod AB,35.82
33980,PAF PAFTECH AB,35.82
56625,SOS-ALARM SOS Alarm Sverige AB,35.82
206532,ACTIVE-IT-ASN Active IT Sweden AB,35.82
207074,Rockan01S Rockan Data Center AB,35.82
207470,TPO The Production Office in Stockholm AB,35.82
209797,MANGOLD-AS Mangold Fondkommision AB,35.82
209960,FFC Fast Fiber Connection i Sverige AB,35.82
210317,Borlange-Kommun Municipality of Borlange,35.82
56908,NETNOD-NDS Netnod AB,35.82
210629,OFFICESVERIGE Office Sverige AB,35.82
213540,UXSTREAM-ASN UXStream AB,35.82
213976,HUFVUDSTADEN-ASN Hufvudstaden AB,35.82
215616,VolvoCars Volvo Personvagnar AB,35.82
8873,WBERGNET Alexander Wagberg trading as Wberg Networks,35.82
29216,I-ROOT Netnod AB,35.82
31507,SERVANET-AS Servanet AB,35.82
212079,SWEROAM-SE Sweroam AB,35.82
31642,VARNAMO-ENERGI Varnamo Energi AB,35.82
35790,se-sappa Aktiebolaget Sappa,35.82
206320,OVERSITE-ASN Oversite AB,35.82
203213,fleet Internet Vikings International AB,35.82
203194,globalhosting Internet Vikings International AB,35.82
203193,domaws Internet Vikings International AB,35.82
203192,kempetorsk Internet Vikings International AB,35.82
203191,guleboj Internet Vikings International AB,35.82
202922,metallgutten Internet Vikings International AB,35.82
202910,cheetah Internet Vikings International AB,35.82
202812,ELITS-SERVICES Iver Accelerate AB,35.82
202188,TIMRA-AS Timra Kommun,35.82
201013,MICROTEC-ASN Micro Tec i Laholm AB,35.82
199977,SE-SIFO-NET Kantar Sweden AB,35.82
199564,MPA-NET Medical Products Agency,35.82
199470,OREBRO-LANS-LANDSTING Orebro Lans Landsting,35.82
198866,CROSSNET-AS Crossnet AB,35.82
198538,SE-SONYMOBILE Sony Mobile Communications AB,35.82
197557,RUNCOM RUN Communications AB,35.82
62395,elnic Internet Vikings International AB,35.82
39204,AXIMA Axima AB,35.82
39643,Svenljunga-AS Svenljunga kommun,35.82
39889,DT-AS High Sec Hosting HSDC AB,35.82
42523,ISECGROUP-AS ISEC Group AB,35.82
42595,BDNC Iver Sverige AB,35.82
43036,hnode Hostnode AB,35.82
33976,SCH-SE Aftonbladet Hierta AB,35.82
43591,MULTICOM AddSecure AB,35.82
49251,ULRICEHAMNS Ulricehamns Energi AB,35.82
51913,ASPIXOYO Internet Vikings International AB,35.82
56961,ESAB ESAB AB,35.82
57131,IP-OSTERAKER IP Osteraker AB,35.82
60213,HNET-OVAN Helsinge Net Ovanaker AB,35.82
60433,VMAR VMAR IT AB,35.82
48042,D2I-AS Direct2Internet AB,35.82
206288,VIMMERBYKOMMUN-KH Vimmerby kommun,35.82
200090,SECURITAS-SVERIGE-SE-ALERT Securitas Sverige AB,35.82
201456,AVESTA-KOMMUN-ASN Avesta Kommun,35.82
212084,MONOSECURITY MonoSecurity AB,35.82
211927,ARTILECT Artilect AB,35.82
210648,VERKLIGENDATA Verkligen Data AB,35.82
204538,KHOSTING Kareby Hosting AB,35.82
204179,ERIKLARSSON Lars Erik Reuterborg Larsson,35.82
59750,HOLCK Anders Holck,35.82
56414,NESSLA Nessla AB,35.82
51546,QAVAT Qavat AB,35.82
51040,PIRATE-AS Piratpartiet,35.82
48579,ELASTX ELASTX AB,35.82
24668,BINARYGRID BinaryGrid Industries Sweden AB,35.82
21227,OLIKA OLiKA Networks,35.82
918,IPEX IP Excess AB,35.82
49232,RACKFISH Rackfish AB,35.82
48871,DUSTIN-MS-SE-MMA Dustin Sverige AB,35.82
44236,SECURITASDIRECT_M Securitas Direct AB,35.82
30880,SPACEDUMP-AS SpaceDump IT AB,35.82
204847,SE-BORGHOLM Borgholms Kommun,35.82
205664,VATTENFALL-AB Vattenfall AB,35.82
206393,UMEAENERI Umea Energi AB,35.82
206884,FI-AS Finansinspektionen,35.82
207322,SE-OVIKSKOMMUN Ornskoldsviks Kommun,35.82
207538,se-roxtec Roxtec International AB,35.82
214640,HOSTUP Hostup AB,35.82
209570,NORRMEJERIER-ASN Norrmejerier Ekonomisk Forening,35.82
211502,REGION-KRONOBERG-AS Region Kronoberg,35.82
212287,SVENSKA-KRAFTNAT Svenska Kraftnat,35.82
212725,AS_OVANAKER_SE Ovanakers kommun,35.82
213688,EXPRESSEN-ASN Expressen AB,35.82
214686,SE-ITSTAB FMV,35.82
215393,ucab UC AB,35.82
209840,YMER-AS YMER Managed Services AB,35.82
51149,SINCH-AS Sinch AB,35.82
199443,GSS-LYON HCL Technologies Sweden AB,35.82
31568,ALVNET Alvsbyns Kommun,35.82
209256,Straznet Straznet AB,35.82
212662,BONNIER-NEWS-ASN Bonnier News Local AB,35.82
12381,Resilans Resilans AB,35.82
41174,SITEVISION-ASN SiteVision AB,35.82
42309,stingnet Bahnhof AB,35.82
43071,PCL PCL Data AB,35.82
200559,BOTKYRKA-KOMMUN-ASN Botkyrka Kommun,35.82
48994,GLOBALWIRE Globalwire AB,35.82
56531,FRITIDSRESOR TUI Sverige AB,35.82
59586,CAG-AS CAG Datastod AB,35.82
64449,DATAKON1 Datakonsult Magnus Sandberg,35.82
203158,HJA-AS Herrljunga Kommun,35.82
197775,MEDIAFRONTIERS OCTN Networks AB,35.82
203240,zbridge Internet Vikings International AB,35.82
49969,EVRY-BORAS Tietoevry Tech Services Sweden AB,35.82
205166,MOBILELINKS-AS Mobile Links Europe AB,35.82
57602,STATENS-JORDBRUKSVERK-ASN Statens Jordbruksverk,35.82
41980,WEBBKONSULTERNA-AS Webbkonsulterna i Jamtland AB,35.82
210901,SE-PE AB Piteenergi,35.82
13214,DCP-AS Hans Fredrik Lennart Neij,35.82
49862,NETILO-NET Netilo AB,35.82
61282,neanet BrainMill AB,35.82
196967,KONTEI N.Henulin,35.82
201146,Lopnet lopnet AB,35.82
56711,Bluerange-AS Bluerange Sweden AB,35.82
213593,NORDICFIGHTER-AS Nordic Fighter AB,35.82
39656,SECURITASDIRECT Securitas Direct AB,35.82
49065,SECTRA Sectra Imaging IT Solutions AB,35.82
197323,B-And-P-Fund-Service-AB B & P Fund Services AB,35.82
198302,APHELION-AS Aphelion Consulting AB,35.82
395010,OPC-PHX,35.82
8642,TELENOR-SE Telenor Sverige AB,35.82
215331,VMI-AMS Vaddo Media Information IS AB,35.82
203241,quickd Internet Vikings International AB,35.82
8464,maingate-AS Sierra Wireless Sweden AB,35.82
203297,clouded Internet Vikings International AB,35.82
211564,TEAMNORR-AS TeamNorr IT-Partner AB,35.82
210409,Skylite-AS Skylite AB,35.82
208822,EITECH Eitech AB,35.82
203428,IT4U-AS IT4U Sweden AB,35.82
200460,tranquillity Mikael Frykholm trading as Tranquillity,35.82
50904,SE-NORDLO-ELEVATE-AS Nordlo Elevate AB,35.82
48764,COMDATE-AS Comdate AB,35.82
44517,umenet Umea Energi Umenet AB,35.82
57208,Advania-IMP-SE Advania Sverige AB,35.82
57083,Bastads-kommun Bastads Kommun,35.82
198549,LANASSISTANS-AS ECIT Solutions AB,35.82
42251,SE-LINDESBERG Lindesbergs Kommun,35.82
60662,DATACOMM DataCom Group Nordic AB,35.82
60582,WINTHER-AS Winther Wireless AB,35.82
60184,OCTANS OCTN Networks AB,35.82
56700,OSTERAKER Osterakers Kommun,35.82
33837,PRQ-AS Fredrik Holmqvist,35.82
209437,ENCEPT Baffin Bay Networks AB,35.82
43101,TRISEC LMQ Kompetens AB,35.82
29602,PIN-SE-AS InfraCom Managed Services AB,35.82
41105,TH1NG TH1NG AB (publ),35.82
50066,SRSTUBES-AS Serious Tubes Networks,35.82
50791,MYSEC-SE Mysec Sweden AB,35.82
215273,Hexabyte Hexabyte AB,35.82
57238,ASSCD Sheimo Scorpion Data AB,35.82
200606,VIATEL-AS Viatel Sweden Aktiebolag,35.82
211551,kodmyran Kodmyran AB,35.82
212220,KEPLER Kepler Technologies AB,35.82
201604,DIGITALRIVER-SE-ASN01 Worldline Sweden AB,35.82
203245,DIGITALRIVER-SE-ASN02 Worldline Sweden AB,35.82
35073,PAKOM-AS P.A Granlund kommunikation AB,35.82
62131,EGON-NET GleSYS AB,35.82
208583,SHADOWFORCE Baffin Bay Networks AB,35.82
212515,BLOCKA Blocka AB,35.82
199543,TICMATE-AS TicMate AB,35.82
202967,KJELL-ASN Kjell & Co Elektronik AB,35.82
61229,SONIX Kamel Networks Association,35.82
25172,SOLIX-AS Liden Data Internetwork AB,35.82
209075,MODIN Klara Modin,35.82
209584,THUNDER-AS THUNDER NETWORK LIMITED,35.82
205970,OPENBGPD Peter Hessler,35.82
213170,HJELM-NETWORK Alexander Hjelm,35.82
395887,RYAMER-ENTERPRISE,35.82
213998,Equitia Piotr R. Antos trading as EQUITIA,35.82
210365,FRAGNET Fragnet Networks International AB,35.82
207683,jonasem Jonas Emilsson,35.82
52192,HUXNET Hugo Blom,35.82
208478,Karabro-Anycast Karabro AB,35.82
41753,TELELOCATION InfraCom QoS AB,35.82
45011,SE-A3 Bredband2 AB,35.82
25473,ASN-SYSTEAM Tietoevry Tech Services Sweden AB,35.82
197541,VIDEOPLAZA-AS Invidi Technologies AB,35.82
202837,BANKID-ASN Finansiell ID-Teknik BID AB,35.82
215403,BANKID-ASN Finansiell ID-Teknik BID AB,35.82
207825,DATARYMDEN-AS Datarymden Internet AB,35.82
43853,FREPPA-AS AxByte Internet Services AB,35.82
197784,EDGEIP-AS Gibon Ljungby AB,35.82
204475,se-tmcit TMcIT i Sverige AB,35.82
201171,FW9-AS Forward Nine AB,35.82
214503,R0CKET-CLOUD QuxLabs AB,35.82
206858,MAINFRAME-NET Kamel Networks Association,35.82
212517,TVNET Rustam Jafarov trading as TVNET Solution,35.82
21202,DCSnet-AS Bredband2 AB,35.82
8195,IONIP GTT Communications Inc.,35.82
50986,EXCELLENT-HOSTING Teleservice Bredband Skane AB,35.82
50683,SITABINFRA-GLOBAL-AS Fredrik Holmqvist,35.82
202064,VARGARDA-NET Vargarda Kommun,35.82
34236,IDEA-VMI Vaddo Media Information IS AB,35.82
35121,Webkom Patrik Olsson,35.82
215836,LOOPIA2 Loopia AB,35.82
206114,HOFORS Hofors Elverk AB,35.82
41848,GAVLE-KOMMUN Gavle kommun,35.82
204075,SYMSOFT Sinch Operator Software AB,35.82
41243,SE-BT-INDUSTRIES Toyota Material Handling Europe AB,35.82
201154,IKEA-AS-AP IKEA IT AB,35.82
43021,certit-hosting Certit Hosting Handelsbolag,35.82
39021,ENKKOM-AS Enkoeping Kommun,35.82
24605,FASSBERG Fassberg Holding AB,35.82
215399,ASN-INTILITY-AB Intility AB,35.82
214837,GETSWISH Getswish AB,35.82
214256,valvea-as Valvea AB,35.82
214251,ELLEVIO-AS Ellevio Sverige AB,35.82
210422,WDM-AS West Digital Management AB,35.82
208933,FOURCS-AS 4C Group AB,35.82
208721,COMCENTER COMCENTER I JKPG AB,35.82
207919,molnstruktur Molnstruktur IT Sverige AB,35.82
206593,PROFITBYTE Profitbyte AB,35.82
203298,wingtop Internet Vikings International AB,35.82
203300,speed Internet Vikings International AB,35.82
203552,NOINTERNET Internet Vikings International AB,35.82
203610,DHOLD Internet Vikings International AB,35.82
203625,EDOMS Internet Vikings International AB,35.82
203788,TELNECT-ASN Telnect AB,35.82
41992,SI2 Si2 Datakonsult HB,35.82
203800,CHEETAH Internet Vikings International AB,35.82
203839,ALPHA Internet Vikings International AB,35.82
204164,CNS Consulta Hosting Services AB,35.82
204398,LYSEKIL-AS Lysekils Kommun,35.82
205841,INFRACOM-CONNECT-ASN InfraCom Connect AB,35.82
206040,expi-as1 Expisoft AB,35.82
206387,BLL-ASN Region Blekinge,35.82
203814,GIDEV Internet Vikings International AB,35.82
204521,GEUS-GRUPPEN-AB Geus Gruppen AB,35.82
208201,AS_ALLEIMA Alleima EMEA AB,35.82
57967,SUPERVENIENT IP Excess AB,35.82
202891,MULTICOM-IOT AddSecure AB,35.82
34652,NTTCOMSECNO-AS Comprehensive Security Sweden AB,35.82
43099,NET-CPT Curie Point AB,35.82
201317,NORDLO-JONKOPING-AS Nordlo Jonkoping AB,35.82
201633,perfectsense Perfect Sense AB,35.82
208001,NORDLOVXOLBY Nordlo Vaxjo & Ljungby AB,35.82
204074,NMU-AS Nordisk Media Utveckling AB,35.82
213072,GOAGEX Mr. Jonas Henrik Alexandersson,35.82
211353,MJOBACK-OVERLIDA-FIBER-AS Mjoback Overlida Fiber Ekonomisk forening,35.82
197854,EISENIA-AS Eisenia AB,35.82
204068,IXOR-AS SIEF - Skanes Internetknutpunkts Ekonomiska Forening,35.82
206279,BIRUANG-AS Aleksander Studzinski trading as Biruang IT KB,35.82
214813,ESAB-END-USERS-AS 31173 Services AB,35.82
216025,MULLVAD-AS Mullvad VPN AB,35.82
200701,Lyssna-Njut-AB Lyssna & Njut Fibernet AB,35.82
203295,graboto Internet Vikings International AB,35.82
200591,addmobile Addmobile AB,35.82
199926,NETENT2-AS Evolution NetEnt (Gibraltar) Limited.,35.82
215449,AVIONERO-AS Avionero AB,35.82
41943,vmi-kista Vaddo Media Information IS AB,35.82
25223,PIN InfraCom Managed Services AB,35.82
25176,AC-NET AC-Net Externservice AB,35.82
34965,IDEON-AS WE2U AB,35.82
50821,ASHPDC Bredband2 Stockholms Stadsnaet AB,35.82
60396,WW-AS Wilhelm Wijkander,35.82
64403,WIRELINE-AB Wireline AB,35.82
206013,PINGDAY-ASN Pingday AB,35.82
13308,CHORUS-AS Peter Olsson,35.82
56848,EMTORP-AS Emtorp IT & Media Solutions AB,35.82
31634,HEMAB Servanet AB,35.82
28680,IKEA-AS IKEA IT AB,35.82
41584,SECURITAS-SVERIGE-SE Securitas Sverige AB,35.82
199345,WEBBACCESS-AS Peter Persson,35.82
202111,FIBERDATANET Transtema Fiberdata AB,35.82
199215,Ellos-AS Ellos AB,35.82
200550,Fagerhult Fagerhult Group AB,35.82
51899,HIT-NET Hoglandsforbundet,35.82
51368,CAPTECH Exertis CapTech Aktiebolag,35.82
50572,ZETUPNET Nordlo Improve AB,35.82
50171,SE-INDICATE-AS Indicate IT AB,35.82
49272,banverket Trafikverket,35.82
48942,DENET-AS Daniel Eriksson Teknik AB,35.82
48904,VaggerydEnergi Vaggeryds Energi AB,35.82
48657,PREMIUM-NET Premium System AB,35.82
48093,WEBLAND-CORE-NET Webland AB,35.82
47467,GRIFFEL Griffel AB,35.82
47234,oktv Olofstroms Kabel-TV AB,35.82
44769,BOSNET Bosnet Aktiebolag,35.82
44743,BORNET Naetkraft Boraas Infra AB,35.82
44447,MIRROR-AS Mirror Partner Utveckling AB,35.82
44320,SEBNET-AS Skandinaviska Enskilda Banken AB,35.82
44136,ASODERLAND ODERLAND Webbhotell AB,35.82
43922,MALMO City of Malmo,35.82
39658,SCB-AS Statistics Sweden,35.82
39731,AXIS-AS Axis Communications AB,35.82
39840,NETNOD-SVL Netnod AB,35.82
39871,NETNOD-GBG Netnod AB,35.82
41136,NJ-AS Wolters Kluwer Scandinavia AB,35.82
41216,EXCANTO Advania Sverige AB,35.82
57084,BjareKraft Bjare Kraft ekonomisk forening,35.82
41401,RBCOM RB Communication AB,35.82
41819,CONCODE Dox Sweden AB,35.82
42307,SMHI-AS Sveriges Meteorologiska och Hydrologiska Institut,35.82
42318,FASTBIT-AS FastBit AB,35.82
43012,GASTABUD-SE Gastabudstaden AB,35.82
43096,diaf-ds02 Diagonal Forlags AB,35.82
43504,CENTIRO-AS Centiro Solutions AB,35.82
41528,LOOPIA3 Loopia AB,35.82
39570,LOOPIA Loopia AB,35.82
57195,auto1 Giesecke+Devrient Mobile Security Sweden AB,35.82
58343,CORE-TELECOMPUTING-SE Advania Sverige AB,35.82
202296,MicroGroup MicroGroup Europe AB,35.82
202093,Viaplay Viaplay Group Sweden AB,35.82
201641,SVT Sveriges Television Aktiebolag,35.82
200881,NORRKOPING Norrkopings Kommun,35.82
200820,benify Benify AB,35.82
200765,OrangeCyberdefense-Net Orange Cyberdefense Sweden AB,35.82
200712,OUTPOST24 Outpost 24 AB,35.82
200144,KUNGSBACKA Kungsbacka Kommun,35.82
199973,MIGR-AS Migrationsverket,35.82
199768,Karlstad Karlstads Kommun,35.82
199355,LANDSTINGET-DALARNA-AS Landstinget Dalarna,35.82
198837,VASTMANLANDS Vastmanlands Lans Landsting,35.82
198581,CEKAB-NET EVRY Card Services AB,35.82
198568,ATEA ATEA Sverige AB,35.82
198217,NIBENET Nibe AB,35.82
198008,RK Regeringskansliet,35.82
197942,FSK Forsakringskassan,35.82
59807,SWEDBANK-AS Swedbank AB,35.82
59951,fk Falu Kommun,35.82
60053,SE-HABO-AS Habo Kommun,35.82
60238,SCAFP SCA FORESTPRODUCTS AB,35.82
61413,SSM-NET Stralsakerhetsmyndigheten,35.82
62116,BENDERS Benders Sverige AB,35.82
58320,SKOGSTY Skogsstyrelsen,35.82
62305,NGM-ASN Nordic Growth Market NGM AB,35.82
197425,SAAB-ASN Saab AB,35.82
197436,KUPONGINLOSEN ClearOn AB,35.82
197564,INTERNETSTIFTELSEN Stiftelsen for Internetinfrastruktur,35.82
197581,Conect Conect networks and Information Technology i Jonkoping AB,35.82
197603,Bearnet-AS Transtema Fiberdata AB,35.82
197799,MOLNDAL-AS Molndals kommun,35.82
62463,SUNDSVALL Sundsvalls kommun,35.82
