ASnumber,AS_ID,AS_Organization,CO2_Intensity
16186,16186_ASN-SSC,IP Group AS,30.75
48469,48469_MNEMONIC-OSL,mnemonic AS,30.75
209568,209568_ONEVOICE-UK,F24 NORDICS AS,30.75
212449,212449_erate,Erate AS,30.75
224,224_UNINETT,SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR,30.75
50270,50270_NPT,Nasjonal kommunikasjonsmyndighet,30.75
58302,58302_SAMFUNDET-AS,Studentersamfundet i Trondhjem,30.75
59863,59863_NORSKREGNESENTRAL,Norsk Regnesentral,30.75
60278,60278_helse-vest-ikt,Helse Vest IKT AS,30.75
200693,200693_KSAT,Kongsberg Satellite Services AS,30.75
207441,207441_Hydro-12345,NORSK HYDRO ASA,30.75
210942,210942_sa-Sweden_AB,SECTOR ALARM TECH AS,30.75
8841,8841_US-NYC-MARLINK-MSS,Marlink AS,30.75
15659,15659_NEXTGENTEL,NextGenTel AS,30.75
35157,35157_TELIO-AS,TELECOM HOLDING 3 AS,30.75
39029,39029_REDPILL-LINPRO,Redpill Linpro AS,30.75
39783,39783_WEBHUSET-AS,Webhuset AS,30.75
43568,43568_VEV-alo1,VEV Romerike AS,30.75
57660,57660_COM4-AS,Com4 AS,30.75
199169,199169_SA-Finland_OY,SECTOR ALARM TECH AS,30.75
16185,16185_RINGNETT-NORWAY,MODUM KABEL-TV AS,30.75
20741,20741_Administrator,Administrator Systems AS,30.75
30737,30737_SAFETY-AS,Safety Computing AS,30.75
31726,31726_TELEFIBER,Telefiber AS,30.75
34100,34100_STORTINGET-AS,Stortinget,30.75
34822,34822_MEDIANETWERK,NEP Norway AS,30.75
39787,39787_TV2-NORWAY,TV 2 AS,30.75
41729,41729_ATEA-AOS-AS,Atea AS,30.75
42029,42029_SA-Norway_AS,SECTOR ALARM TECH AS,30.75
44457,44457_LOVENSKIOLD-AS,Lovenskiold Handel AS,30.75
44764,44764_BITPRO,Bitpro,30.75
47405,47405_NSM,NASJONAL SIKKERHETSMYNDIGHET,30.75
48335,48335_NO-THALES,Thales Norway AS,30.75
48863,48863_RenRorosAksess,NEAS ENERGI TELEKOM ROROSREGIONEN AS,30.75
49193,49193_AS-UNIFON,Unifon AS,30.75
49278,49278_NORDEF,IKT-KAPASITETER,30.75
49574,49574_ECITNO-AS,ECIT SOLUTIONS AS,30.75
49586,49586_ASN-INTILITY,Intility AS,30.75
52157,52157_NONEAS-AS,NEAS ENERGI TELEKOM AS,30.75
56538,56538_ASN-NETACCESS,Blix Group AS,30.75
56828,56828_NorwegianHealthnetwork,Norsk Helsenett SF,30.75
57506,57506_ASN-PDMT,POLITIETS IT-ENHET,30.75
58298,58298_AVVID,Cisco Systems Norway AS,30.75
59562,59562_SENSIO-AS,Sensio AS,30.75
60052,60052_ASN-FD,Forsvarsdepartementet,30.75
60270,60270_ASN-JUSTIS,Justis- og beredskapsdepartementet,30.75
61275,61275_ASN-NEAS,NEAS ENERGI TELEKOM AS,30.75
62186,62186_Gjovik-kommune,Gjovik Kommune,30.75
64424,64424_ASN-NETSECURITY,NETSECURITY AS,30.75
197475,197475_ZNETT,Petabit AS,30.75
197943,197943_NMN_NO-AS,Telenor Norge AS,30.75
198931,198931_KEYSTEP-AS,ADVANIA NORGE AS,30.75
199900,199900_ASN-BEDSYS,Bedriftssystemer AS,30.75
199990,199990_LOCALHOST_AS,LOCALHOST AS,30.75
200163,200163_NO-ITERANETWORKS,Move AS,30.75
201577,201577_MONSTERNETT,Monsternett AS,30.75
201627,201627_DNBASA,DNB BANK ASA,30.75
202057,202057_moelven_nordia,Moelven Modus AS,30.75
203238,203238_Dataservice-2,Viken Fiber AS,30.75
203343,203343_STORMGEO-EU,StormGeo AS,30.75
203424,203424_TIKT,TUSSA IKT AS,30.75
203659,203659_Provendo,Provendo AS,30.75
203733,203733_itpartner-no,IT Partner Tromso AS,30.75
204996,204996_TMNET,Telemix AS,30.75
205945,205945_BASIS,Basis Consulting AS,30.75
206260,206260_SVORKA,Svorka AS,30.75
206557,206557_ELTELE,Eltele AS,30.75
206897,206897_ASN-NO-STERIA,SOPRA STERIA AS,30.75
207346,207346_DUSTIN-MS-NO,Dustin Norway AS,30.75
208692,208692_ASN-NCIS,Kripos,30.75
208966,208966_sktv,Sortland Elektro AS,30.75
212064,212064_TOLL-NO,Tolletaten ORGL,30.75
213158,213158_AS-NITTDAL,Nittedal Kommune,30.75
213715,213715_odh-asn,Oris Dental Holding AS,30.75
213957,213957_LILLESTROM-KOMMUNE,LILLESTROM KOMMUNE ORGANISASJON OG NYSKAPING,30.75
215542,215542_NOVA-SPEKTRUM-01,NOVA SPEKTRUM AS,30.75
216374,216374_HardangerBreiband,Hardanger Breiband AS,30.75
8478,8478_ASN-GIGNETWORKS,GIG Networks AS,30.75
21067,21067_KANDU-AS,KANDU,30.75
21293,21293_ASN-NRK,Norsk Rikskringkasting AS,30.75
21331,21331_OKDN-AS,"Oslo kommune, Utviklings- og kompetanseetaten",30.75
28795,28795_ELKEM-AS,ELKEM AS,30.75
30950,30950_Eviny-AS30950,Eviny Fiber AS,30.75
35703,35703_NO-TV2-AS,TV 2 AS,30.75
43516,43516_FELLESKJOPET-AS,Felleskjopet Agri SA,30.75
64440,64440_ASN-KAMS,Kongsberg Aviation Maintenance Services AS,30.75
199672,199672_eidsivaenergi,Eidsiva Energi AS,30.75
199791,199791_EMBRIQ-NO,Embriq AS,30.75
200168,200168_TELENOR-CNX-DC,Telenor Norge AS,30.75
200915,200915_MRFK,More og Romsdal fylkeskommune,30.75
201098,201098_Nordfjordnett,NORDFJORDNETT,30.75
201419,201419_BP2-AS,Buypass AS,30.75
201822,201822_BP-AS,Buypass AS,30.75
202204,202204_Trollfjord,Trollfjord Bredband AS,30.75
202230,202230_NORSK-TIPPING,Norsk Tipping AS,30.75
203673,203673_AALESUND-ASN,Alesund Kommune,30.75
205976,205976_INNIT,Arribatec Cloud AS,30.75
206993,206993_AGDER-ENERGI-NORWAY,A ENERGI AS,30.75
216448,216448_banenor,Bane NOR SF,30.75
206133,206133_cke-as,Circle K AS,30.75
214667,214667_IXT-GLOBAL,IXT AS,30.75
8264,8264_MARLINK-SK,Marlink AS,30.75
13243,13243_NO-TTSN-ASN2,TIETOEVRY NORWAY AS,30.75
57381,57381_FNUTT,Daniel Husand,30.75
42651,42651_GAB,Gab Ai Inc,30.75
212665,212665_SANDEFJORD-FIBER,Sandefjord Fiber AS,30.75
209965,209965_MULTINETT,MULTINETT AS,30.75
8542,8542_Eviny-AS8542,Eviny Fiber AS,30.75
50217,50217_HFK-ASN,Vestland Fylkeskommune,30.75
58264,58264_Lysglimt,Austevoll Kraftlag BA,30.75
60163,60163_KEKLOLWTF-AS,KEKLOLWTF AS,30.75
210150,210150_vossfiber,Voss Fiber AS,30.75
41049,41049_XAIT,Xait AS,30.75
48680,48680_NETPOWER-AS,Netpower IT Solutions AS,30.75
50229,50229_RIGNET-SOIL-AS,Rignet AS,30.75
60848,60848_MNEMONIC-SVG,mnemonic AS,30.75
197519,197519_NETSCENARIO,ADVANIA NORGE AS,30.75
201454,201454_UPHEADS,UPHEADS AS,30.75
202174,202174_EMSP-AS,FLOW RETAIL AS,30.75
205238,205238_timeit,TIMEIT AS,30.75
206711,206711_DPIT,Dataplan Omega AS,30.75
212642,212642_RUNNANE,Runnane Jon Tungland,30.75
213148,213148_WintershallDeaNorge,Harbour Energy Norge AS,30.75
31169,31169_SOGNENETT-AS,Sognenett AS,30.75
198992,198992_PL-OPERA,Opera Software International AS,30.75
12929,12929_NETCOM-AS,Telia Norge AS,30.75
41483,41483_NWN-AS,Telia Norge AS,30.75
208045,208045_GRUNERNETT,Domeneshop AS,30.75
29492,29492_EIDSIVA-ASN,EIDSIVA DIGITAL AS,30.75
204734,204734_HVALERBREDBAND,Hvaler kommune,30.75
15765,15765_MIMER,Tafjord Connect AS,30.75
43200,43200_PCSUPPORT,TUSSA IKT AS,30.75
50582,50582_NO-BENTOYSTEIN,Bent Oystein Bostad,30.75
212514,212514_SPANNINGNETWORKS-AS,SpanningNetworks AS,30.75
198204,198204_SAMLERHUSET-AS,Samlerhuset Norge AS,30.75
21171,21171_Schibsted,Vend Marketplaces ASA,30.75
31264,31264_STIM-COMPUTING-AS,ADVANIA NORGE AS,30.75
41164,41164_GET-NO,Telia Norge AS,30.75
49082,49082_Zones-AS,ZONES AS,30.75
59978,59978_E-CO,Hafslund Kraft AS,30.75
198309,198309_PHONERO,Telia Norge AS,30.75
199339,199339_INFRAGREEN,Bulk Infrastructure Holding AS,30.75
200139,200139_STATENS-VEGVESEN,Statens Vegvesen,30.75
208202,208202_fiberverket,Fiberverket AS,30.75
29607,29607_SYSTEMNET-NO-AS,Henning Solberg,30.75
31096,31096_SECURE-AS,Bandit Holding AS,30.75
57280,57280_IOPS-AS,Lindbak IT AS,30.75
197212,197212_AARDALSNETT-AS,Ardalsnett AS,30.75
204511,204511_nettverkspartner,UPHEADS AS,30.75
204712,204712_DUETT,Duett AS,30.75
205851,205851_inventum,Inventum Ost AS,30.75
211753,211753_PELIAS,IMC AS,30.75
16234,16234_STAYON,NORDVEST FIBER AS,30.75
42175,42175_EQUINOR-AS,Equinor ASA,30.75
198368,198368_ASN-EPROVIDER,e-Provider AS,30.75
199999,199999_BNNIT,AKVA group ASA,30.75
203580,203580_NFK,NORDLAND FYLKESKOMMUNE,30.75
203823,203823_FJORDANEIT-ITEAM10,ITEAM 10 AS,30.75
203995,203995_ICENET,Lyse Tele AS,30.75
204027,204027_no-brreg,Registerenheten i Bronnoysund,30.75
206220,206220_Adcom,IT DATA AS,30.75
206667,206667_JOTTA-AS,JOTTA AS,30.75
207189,207189_SANDEFJORD-LUFTHAVN,SANDEFJORD LUFTHAVN DRIFT AS,30.75
207674,207674_VIPPS-AS,VIPPS MOBILEPAY AS,30.75
209293,209293_ASN-NO-AKERBP,AKER BP ASA,30.75
214659,214659_nscale-no-public,Nscale Glomfjord AS,30.75
215682,215682_nscale-stav-public,Nscale Glomfjord AS,30.75
35132,35132_Enivest-AS,Enivest AS,30.75
202128,202128_fjordane-it,ITEAM 10 AS,30.75
49214,49214_GAULDALIKT-AS,MIDT ENERGI AS,30.75
201656,201656_HKIT,Helgeland Kraft Vannkraft AS,30.75
6829,6829_NO-SOGNFJORDFYLKE,Vestland Fylkeskommune,30.75
211119,211119_RIGNET-NG-AS,Rignet AS,30.75
49455,49455_UPC-AS,Telia Norge AS,30.75
62002,62002_RISSAKRAFTLAG-AS,Rissa Kraftlag SA,30.75
214710,214710_nlogic-as,nLogic AS,30.75
44933,44933_NL-AMS-MARLINK-MSS,Marlink AS,30.75
5485,5485_SMARTHELP,SMARTHELP AS,30.75
50213,50213_UNDERWORLD-AS,Underworld,30.75
58005,58005_ONEVOICE-AS,F24 NORDICS AS,30.75
59438,59438_INCREO-AS,Increo AS,30.75
207851,207851_FARA,Fara AS,30.75
214761,214761_Foreach,Foreach AS,30.75
214917,214917_ZEROIZE,Zeroize,30.75
215769,215769_OBRENET,Eigil Obrestad,30.75
16065,16065_SIMULAMET-CRNA,Bryhni.com AS,30.75
29300,29300_AS-DIRECTCONNECT,BAHNHOF AS,30.75
35754,35754_IMCAS-AS,IMC AS,30.75
39236,39236_NO-NRA,Nedre Romerike vann- og avlopsselskap IKS,30.75
50531,50531_ABAX,ABAX as,30.75
50562,50562_ITPAYS-AS,IT PAYS AS,30.75
57423,57423_NEXTNETWORKS-AS,Sigterm AS,30.75
60130,60130_ZETTAIO,Nexthop AS,30.75
60717,60717_BAYONETTE,Nexthop AS,30.75
61227,61227_NEXTHOP-ANYCAST,Nexthop AS,30.75
209404,209404_CYBERON,Cyberon Security AS,30.75
209903,209903_conscia-no,Conscia Norge AS,30.75
59720,59720_BOFIBER,Bofiber AS,30.75
1770,1770_RINGSTADAS,Ringstad Consulting ENK,30.75
41869,41869_BLIXFIBER-AS,Blix Group AS,30.75
44511,44511_SYGARD,PE SLAEN SYGARD,30.75
48144,48144_NETWORKTECH,Network Technology Harald Firing Karlsen,30.75
200037,200037_NO-OSSELLE-AS,Otrobanda AS,30.75
200042,200042_NC-NW-NO,Netcenter AS,30.75
202060,202060_VIDDY-AS,viddy Networks - Marius Eikenes,30.75
203650,203650_FUNN-NO,ITEAM 1 AS,30.75
207788,207788_yolo-as,YOLO COLO AS,30.75
208512,208512_RFNETT,RF Nett AS,30.75
212500,212500_surfnet,Surfnett AS,30.75
51850,51850_NAMEUNIT-AS,NAME UNIT LIMITED,30.75
199821,199821_ITSJEFEN-SE,ITsjefen AS,30.75
60908,60908_SUCOM-AS,Sucom AS,30.75
49952,49952_Bluestone,Bluestone AS,30.75
202311,202311_AEDB-AS-01,Noki Eiendom AS,30.75
208042,208042_NETSOLUTION-BUSKERUD,Netsolution Vestfold og Telemark AS,30.75
208869,208869_SHARPTECH,sharptech DA,30.75
49409,49409_IVERNORGE,IVER NORGE AS,30.75
206145,206145_iktorkide,Sunndal kommune,30.75
38990,38990_AGNITIO-AS,Agnitio AS,30.75
208263,208263_Harstad-kommune,Harstad Kommune,30.75
202008,202008_DATEK-INST,DATEK INSTALLASJON AS,30.75
200665,200665_hfestenergi,Hammerfest Energi Bredbaand AS,30.75
201596,201596_ThreenetAS,3NET AS,30.75
207464,207464_VarangerKraftUtvikling,Varanger KraftFiber AS,30.75
204503,204503_LUOSTEJOK,INFRANORD SA,30.75
205190,205190_ALTAKRAFTLAG,AKSA HJEM AS,30.75
208835,208835_infranord,InfraNord Fiber AS,30.75
210615,210615_Alta-kommune,Alta kommune,30.75
211309,211309_OBOSOPENNET-NO,Obos Nett AS,30.75
42400,,,30.75
51886,,,30.75
201895,,,30.75
56809,,,30.75
61300,,,30.75
62271,,,30.75
214486,,,30.75
61122,,,30.75
33079,,,30.75
201537,,,30.75
201526,,,30.75
215574,,,30.75
5619,5619_NO-TTSN-ASN1,TIETOEVRY NORWAY AS,30.751014101410142
2116,2116_GlobalConnect-NO,GLOBALCONNECT AS,30.777039098696715
25400,25400_TELIA-NORWAY-AS,Telia Norge AS,30.79704627283638
21119,21119_WAN-NO,Braathe AS,30.817826565313062
28824,28824_ASN-EMPSECURE,EMP SECURE AS,30.848213392886905
62225,62225_HaldenDataservice,Viken Fiber AS,30.899058000000004
25225,25225_LOGNO-AS,CGI Norge AS,30.961165499999996
48685,48685_OK-AS,Opin Kerfi hf,30.977031765607812
203779,203779_Nordfiber,NORDFIBER AS,31.031666666666666
61006,61006_Bredbandsfylket-Troms,Bredbandsfylket AS,31.31333333333333
49788,49788_NEXTHOP,Nexthop AS,31.385145857642943
263750,263750_,Douglas Back Pavan (SI NET),31.389166666666664
52455,52455_,TEMPUS GROUP S.A.,31.389384312810424
37020,37020_CELTEL-DRC,CELTEL DRC,31.710370481475923
207550,,,32.699999999999996
44381,44381_ITSJEFEN-AS,ITsjefen AS,32.71392
59767,59767_NETNORDIC,Netnordic Group AS,32.849517000000006
41949,41949_xtreme,X Treme AS,33.285
60586,60586_SECURITAS-AS-NORWAY,Securitas AS,33.285
2874,2874_ORANGE-BUSINESS-SERVICES-NORDICS,ORANGE BUSINESS SERVICES U.S. Inc.,33.285
264770,264770_,Leonir Remussi (KDMNET),33.565555555555555
25148,25148_BASEFARM-ASN,ORANGE BUSINESS DIGITAL NORWAY AS,33.910352
202780,202780_ADVANIA-AS,Advania Sverige AB,34.27065819745924
197445,197445_NSC,NSC Sh.p.k,34.3
269763,269763_,JOSE MARIA DELPINO(TELMIIX),34.65375
57829,57829_IVER,IVER NORGE AS,34.8525102944251
49408,49408_SECURITAS-AB-AS,Securitas AB,35.09564187162567
41001,41001_SafespringSE,Safespring AB,35.0957505
21485,21485_FOILHAT,IP Excess AB,35.63222222222222
61207,61207_ILAIT,Hostek AB,35.755104
48803,48803_MEDIATEKNIK,Mediateknik i Varberg AB,35.8177183859193
16115,16115_NASDAQ-ASN,Nasdaq Technology AB,35.82
25466,25466_LIDERONET,Liden Data Internetwork AB,35.82
39910,39910_Asperiq,Famco AB,35.82
42622,42622_DCSTO-AS,Videnca AB,35.82
44757,44757_Global-Blue-Group-AS,Global Blue Holdings Aktiebolag,35.82
48220,48220_FOUREDGE-AS,Fouredge AB,35.82
49232,49232_RACKFISH,Rackfish AB,35.82
50827,50827_SPACEDUMP-SPLIT-AS,SpaceDump IT AB,35.82
51701,51701_ADMINOR,Adminor Aktiebolag,35.82
198347,198347_Game-Hosting,Game-Hosting GH AB,35.82
198463,198463_OCNET,On 1 Call Support AB,35.82
198848,198848_NynasAB-AS,Nynas AB,35.82
206117,206117_TOXI-TECH-ASN,Toxi Tech AB,35.82
206312,206312_rewicom,Netmore Group AB,35.82
206627,206627_NASDAQ-ASN,Nasdaq Technology AB,35.82
211434,211434_GASSECRYNET,Norrlands Online AB (publ),35.82
28680,28680_IKEA-AS,IKEA IT AB,35.82
1883,1883_STUPI,"Svensk Teleutveckling & Produktinnovation, STUPI AB",35.82
3166,3166_OREBRO,Orebro Kommun,35.82
3306,3306_KILOHERTZ-NET,Kilohertz AB,35.82
12935,12935_NOCOM,QD Sverige AB,35.82
15912,15912_CL-AS,InfraCom Connect AB,35.82
15991,15991_Swedish_Tax_Agency,Swedish Tax Agency,35.82
20861,20861_FUJITSU-SE-AS,Fujitsu Sweden AB,35.82
20943,20943_NETNOD-LUL,Netnod AB,35.82
24819,24819_NORDNET-AS,Nordnet Bank AB,35.82
25252,25252_VolvoIT,Volvo Information Technology AB,35.82
25387,25387_ASN-GOTEBORG,Goteborg Kommun,35.82
28854,28854_HIGHLANDNET-SWEDEN,SavMAN AB,35.82
29468,29468_INFRACOM,InfraCom Managed Services AB,35.82
29672,29672_STEK-AS,S:t Erik Kommunikation AB,35.82
30795,30795_BRS-Networks-AS,BRS Networks AB,35.82
31337,31337_ELEET-AS,ELEET Networks,35.82
34385,34385_TRIPNET,Tripnet AB,35.82
34622,34622_BIK,Bredband i Kristianstad AB,35.82
34628,34628_NTTCOMSECSE-AS,Comprehensive Security Sweden AB,35.82
34686,34686_AFFV-AS,Affarsverken Karlskrona AB,35.82
34941,34941_CYBERCOM-AS,Cygrids Communications AB,35.82
34946,34946_WetterNet-AS,Jonkoping Energi AB,35.82
35445,35445_JKP-SE,Jonkoping Kommun,35.82
35814,35814_RESURS,Resurs Bank AB,35.82
38956,38956_ASN-UPPSALA,Uppsala Kommun,35.82
39078,39078_GDM,GDM Konsult AB,35.82
39137,39137_STRALF-AS,PostNord Stralfors AB,35.82
39204,39204_AXIMA,Axima AB,35.82
39570,39570_LOOPIA,Loopia AB,35.82
39658,39658_SCB-AS,Statistics Sweden,35.82
39731,39731_AXIS-AS,Axis Communications AB,35.82
39840,39840_NETNOD-SVL,Netnod AB,35.82
39871,39871_NETNOD-GBG,Netnod AB,35.82
41136,41136_NJ-AS,Wolters Kluwer Scandinavia AB,35.82
41216,41216_EXCANTO,Advania Sverige AB,35.82
41401,41401_RBCOM,RB Communication AB,35.82
41528,41528_LOOPIA3,Loopia AB,35.82
41819,41819_CONCODE,Dox Sweden AB,35.82
42307,42307_SMHI-AS,Sveriges Meteorologiska och Hydrologiska Institut,35.82
42318,42318_FASTBIT-AS,FastBit AB,35.82
43012,43012_GASTABUD-SE,Gastabudstaden AB,35.82
43096,43096_diaf-ds02,Diagonal Forlags AB,35.82
43504,43504_CENTIRO-AS,Centiro Solutions AB,35.82
43809,43809_FORSS,Forss IT AB,35.82
43922,43922_MALMO,City of Malmo,35.82
44136,44136_ASODERLAND,ODERLAND Webbhotell AB,35.82
44320,44320_SEBNET-AS,Skandinaviska Enskilda Banken AB,35.82
44447,44447_MIRROR-AS,Mirror Partner Utveckling AB,35.82
44743,44743_BORNET,Naetkraft Boraas Infra AB,35.82
44769,44769_BOSNET,Bosnet Aktiebolag,35.82
47234,47234_oktv,Olofstroms Kabel-TV AB,35.82
47467,47467_GRIFFEL,Griffel AB,35.82
47708,47708_SVERIGES-RADIO,Sveriges Radio AB,35.82
48657,48657_PREMIUM-NET,Premium System AB,35.82
48904,48904_VaggerydEnergi,Vaggeryds Energi AB,35.82
48942,48942_DENET-AS,Daniel Eriksson Teknik AB,35.82
49272,49272_banverket,Trafikverket,35.82
50171,50171_SE-INDICATE-AS,Indicate IT AB,35.82
50572,50572_ZETUPNET,Nordlo Improve AB,35.82
51368,51368_CAPTECH,Exertis CapTech Aktiebolag,35.82
51899,51899_HIT-NET,Hoglandsforbundet,35.82
57084,57084_BjareKraft,Bjare Kraft ekonomisk forening,35.82
57195,57195_auto1,Giesecke+Devrient Mobile Security Sweden AB,35.82
58320,58320_SKOGSTY,Skogsstyrelsen,35.82
58343,58343_CORE-TELECOMPUTING-SE,Advania Sverige AB,35.82
59807,59807_SWEDBANK-AS,Swedbank AB,35.82
59951,59951_fk,Falu Kommun,35.82
60053,60053_SE-HABO-AS,Habo Kommun,35.82
60238,60238_SCAFP,SCA FORESTPRODUCTS AB,35.82
61413,61413_SSM-NET,Stralsakerhetsmyndigheten,35.82
62116,62116_BENDERS,Benders Sverige AB,35.82
62305,62305_NGM-ASN,Nordic Growth Market NGM AB,35.82
62463,62463_SUNDSVALL,Sundsvalls kommun,35.82
197425,197425_SAAB-ASN,Saab AB,35.82
197436,197436_KUPONGINLOSEN,ClearOn AB,35.82
197564,197564_INTERNETSTIFTELSEN,Stiftelsen for Internetinfrastruktur,35.82
197581,197581_Conect,Conect networks and Information Technology i Jonkoping AB,35.82
197603,197603_Bearnet-AS,Transtema Fiberdata AB,35.82
197799,197799_MOLNDAL-AS,Molndals kommun,35.82
197942,197942_FSK,Forsakringskassan,35.82
198008,198008_RK,Regeringskansliet,35.82
198217,198217_NIBENET,Nibe AB,35.82
198568,198568_ATEA,ATEA Sverige AB,35.82
198581,198581_CEKAB-NET,EVRY Card Services AB,35.82
198837,198837_VASTMANLANDS,Vastmanlands Lans Landsting,35.82
199215,199215_Ellos-AS,Ellos AB,35.82
199355,199355_LANDSTINGET-DALARNA-AS,Landstinget Dalarna,35.82
199768,199768_Karlstad,Karlstads Kommun,35.82
199973,199973_MIGR-AS,Migrationsverket,35.82
200144,200144_KUNGSBACKA,Kungsbacka Kommun,35.82
200712,200712_OUTPOST24,Outpost 24 AB,35.82
200765,200765_OrangeCyberdefense-Net,Orange Cyberdefense Sweden AB,35.82
200820,200820_benify,Benify AB,35.82
200881,200881_NORRKOPING,Norrkopings Kommun,35.82
201641,201641_SVT,Sveriges Television Aktiebolag,35.82
202093,202093_Viaplay,Viaplay Group Sweden AB,35.82
202296,202296_MicroGroup,MicroGroup Europe AB,35.82
202646,202646_SE-LKAB,Luossavaara-Kiirunavaara AB,35.82
202671,202671_AID-SOLUTIONS-AS,AID Solutions Vast AB,35.82
203383,203383_STENA-REDERI-ASN,Stena Rederi AB,35.82
203471,203471_MDA-AS,MicroData Skandinavien AB,35.82
204101,204101_relyit,Rely IT Norrtelje AB,35.82
204334,204334_VFN-AS,Vassbacks Fibernat ek. for.,35.82
204468,204468_aixia,Aixia AB,35.82
204850,204850_SODERTALJE-ASN,Sodertalje Kommun,35.82
204863,204863_COROMATIC-ASN,Coromatic AB,35.82
204896,204896_VAXJO-ASN,Vaxjo Kommun,35.82
205078,205078_VASYD-AS,VA SYD,35.82
205180,205180_ELONGROUP,Elon Group AB,35.82
205574,205574_BORAS-STAD-ASN,Boras Kommun,35.82
205834,205834_dianet,evolvit Solutions AB,35.82
205916,205916_FrejaEid,Freja eID Group AB,35.82
206258,206258_SE-OMICT,Avoki Services AB,35.82
206377,206377_ITSAM,Kommunalforbundet ITSAM,35.82
206799,206799_EPM,Nordlo Advance AB,35.82
207166,207166_SYSTEMAIR-ASN,Systemair AB,35.82
207448,207448_PEMA-KOMMUNIKATIONER-AS,Pema Kommunikationer AB,35.82
207494,207494_JAMTKRAFT-ASN,Jamtkraft AB,35.82
208282,208282_Egonet,Egonet AB,35.82
208298,208298_REGIONHALLAND,Region Halland,35.82
208373,208373_SBFF-ASN,Sodertorns Brandforsvarsforbund,35.82
208760,208760_FORTLAX-AS,Fortlax AB,35.82
209041,209041_KARNIT,CoreIT AB,35.82
209315,209315_TROLLHATTAN-ENERGI-AS,Trollhattan Energi AB,35.82
209508,209508_BORENET-AS,BoreNet AB,35.82
209705,209705_PAYEX,PayEx Sverige AB,35.82
210140,210140_AS_Region_Gavleborg,GAVLEBORGS LANS LANDSTING,35.82
210483,210483_NETCOIL,Netcoil AB,35.82
210802,210802_TEKNISKA-VERKEN-ASN,Tekniska verken i Linkoping AB,35.82
211453,211453_RIKSGALDEN-AS,Riksgaldskontoret,35.82
211899,211899_SVEA,Svea Bank AB,35.82
212632,212632_ALFALAVAL,Alfa Laval Technologies AB,35.82
213701,213701_UNIKOM-AS,IT Kommuner i Skane AB,35.82
214202,214202_HASSLEHOLMS-KOMMUN-AS,Hassleholms kommun,35.82
215063,215063_KungalvEnergi,Kungalv Energi AB,35.82
215138,215138_KRISTIANSTADS-KOMMUN-AS,Kristianstads Kommun,35.82
215335,215335_se-sydantenn-as,Sydantenn och Tele Aktiebolag,35.82
215395,215395_HOGIA,Hogia Infrastructure Services AB,35.82
215586,215586_ADDSEC,Addsec AB,35.82
215783,215783_scandinavian-as,Scandinavian Hosting AB,35.82
7589,7589_TWELVE99-ENTERPRISE-SERVICES,Arelion Sweden AB,35.82
8523,8523_BASEFARM-SE-ASN,Orange Business Digital Sweden AB,35.82
8769,8769_ITTOTAL,IT-Total Sweden AB,35.82
20514,20514_QBRANCH,Axians AB,35.82
25545,25545_AVANZA-AS,Avanza Bank AB,35.82
30811,30811_EPISERVER_AS,Optimizely AB,35.82
34133,34133_netit-as,Hagloef & Nordkvist Internet AB,35.82
39648,39648_WANTECH,Wantech AB,35.82
43893,43893_MAINLOOP-AS,Mainloop AB,35.82
47287,47287_STARDOLL,Stardoll AB,35.82
49222,49222_Connexion,Telenor Connexion AB,35.82
49769,49769_Teracom-AB,Teracom AB,35.82
49949,49949_Complior,Complior AB,35.82
51826,51826_EVROC,evroc AB,35.82
51956,51956_AS-QlosrAB,ECIT Solutions AB,35.82
56946,56946_TRUSTLY,Trustly Group AB,35.82
57773,57773_ONEA,1Access Sweden AB,35.82
58317,58317_EMBARK,Embark Studios AB,35.82
60376,60376_NET-BINERO-KRM1,Binero AB,35.82
197308,197308_Cygategroup,Telia Cygate AB,35.82
199150,199150_EXCEDONET,Excedo Networks AB,35.82
199544,199544_REMOTE24-AS,Remote24 AB,35.82
203092,203092_flightradar24,Flightradar24 AB,35.82
205151,205151_Fibra,Fibra AB,35.82
206800,206800_EA-SE-STOCKHOLM,Electronic Arts Limited,35.82
207932,207932_NetNordicSwedenAB,NetNordic Sweden AB,35.82
208662,208662_KIVRA,Kivra AB,35.82
209578,209578_SVEANET,Svea Internet AB,35.82
212804,212804_inetbolaget-se-gbg,Open Infra ISP Production International AB,35.82
213195,213195_ASN-TM-SE,Teracom AB,35.82
216347,216347_AS-BIKUPA,Bikupa Datacenter AB,35.82
1653,1653_SUNET,Vetenskapsradet / SUNET,35.82
1882,1882_STUPI,"Svensk Teleutveckling & Produktinnovation, STUPI AB",35.82
2831,2831_LTUNet,Lulea Tekniska Universitet,35.82
2833,2833_SUNET-UMU,Umea University,35.82
2834,2834_UUNet,Uppsala University,35.82
